id,Title,Journal,Year,Abstract,Keywords,Recommend
409,Parallel linear congruential generators with Sophie-Germain moduli,Parallel Computing,2004,"Monte Carlo simulations are thought to be very easy to parallelize; however, the quality of these parallel Monte Carlo computations depends greatly on the quality of the parallel random number generators used. Linear congruential generators (LCGs), the most common number-theoretic pseudorandom number generators, with both power-of-two and prime moduli are used in many popular implementations of pseudorandom number generators. Recently, one of the authors of this paper [M. Mascagni, Parallel linear congruential generators with prime moduli, Parallel Comput. 24 (1998) 923-936] developed an explicit parameterization of prime modulus LCGs for use in parallel computations. This approach was based on an explicit enumeration of all the primitive roots modulo the prime modulus for use as unique multipliers in each parallel LCG. In that paper, only Mersenne prime moduli were considered because of the existence of a fast modular multiplication algorithm for primes close to powers-of-two. In the current paper, we investigate the nature of the trade-off implicitly made in the choice of Mersenne primes by comparing them to parameterized Sophie-Germain prime modulus LCGs. While the choice of Mersenne primes trades off initialization time for generation time, the choice of Sophie-Germain primes not only largely reduces initialization time but also provides competitive generation time when an appropriately chosen Sophie-Germain primes are used. The resulting Sophie-Germain prime modulus LCGs have been tested, and incorporated into the Scalable Parallel Random Number Generators SPRNG library [SPRNG. Scalable parallel random number generators, http://sprng.fsu.edu], a widely used random number generation suite for parallel, distributed, and grid-based Monte Carlo computations [M. Mascagni, A. Srinivasan, Computational infrastructure for parallel, distributed, and grid-based Monte Carlo computations, Lect. Notes Comput. Sci. 2907 (2004) 39-52]. [All rights reserved Elsevier].",grid computing Monte Carlo methods parallel algorithms random number generation simulation,
410,Cross-Approximate Entropy parallel computation on GPUs for biomedical signal analysis. Application to MEG recordings,Computer Methods and Programs in Biomedicine,2013," Cross-Approximate Entropy (Cross-ApEn) is a useful measure to quantify the statistical dissimilarity of two time series. In spite of the advantage of Cross-ApEn over its one-dimensional counterpart (Approximate Entropy), only a few studies have applied it to biomedical signals, mainly due to its high computational cost. In this paper, we propose a fast GPU-based implementation of the Cross-ApEn that makes feasible its use over a large amount of multidimensional data. The scheme followed is fully scalable, thus maximizes the use of the GPU despite of the number of neural signals being processed. The approach consists in processing many trials or epochs simultaneously, with independence of its origin. In the case of MEG data, these trials can proceed from different input channels or subjects. The proposed implementation achieves an average speedup greater than 250× against a CPU parallel version running on a processor containing six cores. A dataset of 30 subjects containing 148 MEG channels (49 epochs of 1024 samples per channel) can be analyzed using our development in about 30 min. The same processing takes 5 days on six cores and 15 days when running on a single core. The speedup is much larger if compared to a basic sequential Matlab® implementation, that would need 58 days per subject. To our knowledge, this is the first contribution of Cross-ApEn measure computation using GPUs. This study demonstrates that this hardware is, to the day, the best option for the signal processing of biomedical data with Cross-ApEn.",Cross Approximate Entropy CUDA GPGPU Magnetoencephalography Neural signal analysis,
411,Automatic detection of Parkinsonism using significance measures and component analysis in DaTSCAN imaging,Neurocomputing,2014," The study of neurodegenerative diseases has been based for some time on visual and semi-quantitative analysis of medical imaging. This is the case of Parkinsonian Syndrome (PS) or Parkinsonism, which is the second most common neurodegenerative disorder, where 123I-ioflupane (better known by its tradename, DaTSCAN) images have been of great help. Recently, new developments in machine learning methods and statistics have been applied to the analysis of medical images, yielding to a more operator-independent, objective analysis of them, and thus, setting the Computer Aided Diagnosis (CAD) paradigm. In this work, a new CAD system based on preprocessing, voxel selection, feature extraction and classification of the images is proposed. After preprocessing the images, voxels are ranked by means of their significance in class discrimination, and the first N are selected. Then, these voxels are modelled using Independent Component Analysis (ICA), obtaining a few components that represent each image, which will be used later to train a classifier. The proposed system has been tested on two databases: a 208-DaTSCAN image database from the “Virgen de la Victoria” Hospital in Málaga (VV), Spain and a 289-DaTSCAN image database from the Parkinson Progression Markers Initiative (PPMI). Values of accuracy up to 94.7% and 91.3% for VV and PPMI databases are achieved by the proposed system, which has proved its robustness in PS pattern detection, and significantly improves the baseline Voxels-as-Features (VAF) approach, used as an approximation of the visual analysis.",Parkinsonian Syndrome (PS) Computer Aided Diagnosis (CAD) Statistical significance Independent Component Analysis (ICA) Support Vector Machines (SVM) DaTSCAN,
412,Tracking by means of geodesic region models applied to multidimensional and complex medical images,Computer Vision and Image Understanding,2011,"From surgery to radiotherapy treatment planning, tracking organs or tissues is a fundamental task. The techniques used to achieve this tracking can be classified as: extrinsic and intrinsic. Intrinsic techniques only use image processing methods applied to medical images or sequences, as dealt with in this paper. To accurately perform this organ tracking it is necessary to find tracking models that can be applied to various image modalities involved in medical procedures (CT, MRI, etc.). Moreover these models must handle several image dimensions (2D, 3D, and 4D) that are common in many medical tasks. Among the several alternatives for tracking the organs of interest, a model based on a geodesic one combined with regional features is proposed. This model has been tested on CT images from the pelvic, cardiac and thoracic area. A novel model for the segmentation of organs composed of more than one region is proposed.",Tracking organs Geodesic models Medical images Multiple region organs 3D and 4D images,
413,Efficient data partitioning for the GPU computation of moment functions,Journal of Parallel and Distributed Computing,2014," In our previous work, we have provided tools for an efficient characterization of biomedical images using Legendre and Zernike moments, showing their relevance as biomarkers for classifying image tiles coming from bone tissue regeneration studies (Ujaldón, 2009) [24]. As part of our research quest for efficiency, we developed methods for accelerating those computations on GPUs (Martín-Requena and Ujaldón, 2011) [10,9]. This new stage of our work focuses on the efficient data partitioning to optimize the execution on many-cores and clusters of GPUs to attain gains up to three orders of magnitude when compared to the execution on multi-core CPUs of similar age and cost using 1 Mpixel images. We deploy a successive and successful chain of optimizations which exploit symmetries in trigonometric functions and access patterns to image pixels which are effectively combined with massive data parallelism on GPUs to enable (1) real-time processing for our set of input biomedical images, and (2) the use of high-resolution images in clinical practice.",Zernike moments Image features High performance computing GPU Data partitioning,
414,The establishment of a pilot telemedical information society,Future Generation Computer Systems,1999,"National and international telecommunication infrastructures have been set up through Europe to facilitate the movement of information. One major benefactor of the improved communication infrastructures is the health care community. The accessibility and interoperability of medical information systems is one of the grand challenges for the 21st century. Within Europe current developments in the application of telemedicine are being defined in separate initiatives. There are a number of pilot actions concentrating on various aspects of telemedicine. These actions involving the introduction of new technology or working practices rarely fail for technology related problems. However, in order to fully assess the likely take-up of telemedical technologies it is vital that all the aspects including non-technical are also addressed. This paper describes how a complete pilot telemedical information society will be set up which facilitates to support secure and standardised remote diagnosis, teleconsultations and advanced medical facilities in a number of sectors covering a crucial spectrum of those required to support a complete telemedical information society. This pilot testbed will then be assessed in the context of a European environment identifying a business plan for its extension to other member states therefore promoting a truly international telemedical information society for the 21st century.",Telemedicine Information society World Wide Web,
415,Computer Tomography 3D Edge Detection Comparative for Metrology Applications,Procedia Engineering,2013," The CT process for metrology applications is very complex because has many factors that influence the loss of accuracy during CT measurements. One of the most critical is the edge detection also called surface extraction or image segmentation, which is the process of surface formation from the CT‘s volume data that represents a grey value corresponding to the mass attenuation coefficient of the object material. This paper presents different edge detection methods commonly used in areas like machine and computer vision and they are analyzed as an alternative to the common methods used in CT for metrology applications. Each method is described and analyzed separately in order to highlight its advantages and disadvantages from a metrological point of view. An experimental comparative between two of them is also shown.",Edge detection metrology computed metrology.,
416,Maximum-likelihood reconstruction of transmission images in emission computed tomography via the EM algorithm,"Medical Imaging, IEEE Transactions on",1994,"The expectation-maximization (EM) algorithm for computing maximum-likelihood estimates of transmission images in positron-emission tomography (PET) (see K. Lange and R. Carson, J. Comput. Assist. Tomogr., vol.8, no.2, p.306-16, 1984) is extended to include measurement error, accidental coincidences and Compton scatter. A method for accomplishing the maximization step using one step of Newton's method is proposed. The algorithm is regularized with the method of sieves. Evaluations using both Monte Carlo simulations and phantom studies on the Siemens 953B scanner suggest that the algorithm yields unbiased images with significantly lower variances than filtered-backprojection when the images are reconstructed to the intrinsic resolution. Large features in the images converge in under 200 iterations while the smallest features required up to 2,000 iterations. All but the smallest features in typical transmission scans converge in approximately 250 iterations. The initial implementation of the algorithm requires 50 sec per iteration on a DECStation 5000",computerised tomography image reconstruction medical image processing radioisotope scanning and imaging 50 s Compton scatter DECStation 5000 EM algorithm Monte Carlo simulations Newton's method Siemens 953B scanner accidental coincidences algorithm regularization emission computed tomography filtered-backprojection lower variance images maximum-likelihood reconstruction measurement error medical diagnostic imaging method of sieves phantom studies positron-emission tomography transmission images unbiased images Additive noise Attenuation Computed tomography Electrical capacitance tomography Image converters Image reconstruction Maximum likelihood estimation Positron emission tomography Statistics X-ray imaging,
417,Towards applying content-based image retrieval in the clinical routine,Future Generation Computer Systems,2007,"Content-based image retrieval (CBIR) has been one the most vivid research areas in the field of computer vision, and substantial progress has been made over the last years. As such, many have argued for the use of CBIR to support medical imaging diagnosis. However, the sheer volume of data produced in radiology centers has precluded the use of CBIR in the daily routine of hospitals and clinics. This paper aims to change this status quo. We here present a solution that applies Computational Grids to significantly speed up the CBIR procedure, while preserving the security of data in the clinical routine. This solution combines texture attributes and registration algorithms that together are capable of retrieving images with greater-than-90% precision, yet running in a few minutes over the Grid, making it usable in the clinical routine.",Content-based image retrieval Texture attributes Image registration Grid Computing,
418,Special section: Medical imaging on grids,Future Generation Computer Systems,2010,,,
419,High-performance cone beam reconstruction using CUDA compatible GPUs,Parallel Computing,2010,"Compute unified device architecture (CUDA) is a software development platform that allows us to run C-like programs on the nVIDIA graphics processing unit (GPU). This paper presents an acceleration method for cone beam reconstruction using CUDA compatible GPUs. The proposed method accelerates the Feldkamp, Davis, and Kress (FDK) algorithm using three techniques: (1) off-chip memory access reduction for saving the memory bandwidth; (2) loop unrolling for hiding the memory latency; and (3) multithreading for exploiting multiple GPUs. We describe how these techniques can be incorporated into the reconstruction code. We also show an analytical model to understand the reconstruction performance on multi-GPU environments. Experimental results show that the proposed method runs at 83% of the theoretical memory bandwidth, achieving a throughput of 64.3 projections per second (pps) for reconstruction of 5123-voxel volume from 360 5122-pixel projections. This performance is 41% higher than the previous CUDA-based method and is 24 times faster than a CPU-based method optimized by vector intrinsics. Some detailed analyses are also presented to understand how effectively the acceleration techniques increase the reconstruction performance of a naive method. We also demonstrate out-of-core reconstruction for large-scale datasets, up to 10243-voxel volume.",Cone beam reconstruction Acceleration GPU CUDA,
420,Interpolating an unorganized 2D point cloud with a single closed shape,Computer-Aided Design,2011,"Given an unorganized two-dimensional point cloud, we address the problem of efficiently constructing a single aesthetically pleasing closed interpolating shape, without requiring dense or uniform spacing. Using Gestalt’s laws of proximity, closure and good continuity as guidance for visual aesthetics, we require that our constructed shape be a minimal perimeter, non-self intersecting manifold. We find that this yields visually pleasing results. Our algorithm is distinct from earlier shape reconstruction approaches, in that it exploits the overlap between the desired shape and a related minimal graph, the Euclidean Minimum Spanning Tree ( E M S T ). Our algorithm segments the E M S T to retain as much of it as required and then locally partitions and solves the problem efficiently. Comparison with some of the best currently known solutions shows that our algorithm yields better results.",Computational geometry Reconstruction Construction Shape Curve Boundary Point cloud Point set EMST,
421,Roughness penalties on finite domains,"Image Processing, IEEE Transactions on",1995,"A class of penalty functions for use in estimation and image regularization is proposed. These penalty functions are defined for vectors whose indexes are locations in a finite lattice as the discrepancy between the vector and a shifted version of itself. After motivating this class of penalty functions, their relationship to Markov random field priors is explored. One of the penalty functions proposed, a divergence roughness penalty, is shown to be a discretization of a penalty proposed by Good and Gaskins (1971) for use in density estimation. One potential use in estimation problems is explored. An iterative algorithm that takes advantage of induced neighborhood structures is proposed and convergence of the algorithm is proven under specified conditions. Examples in emission tomographic imaging and radar imaging are given",Markov processes convergence of numerical methods discrete systems emission tomography estimation theory image processing iterative methods medical image processing radar imaging random processes Markov random field priors convergence density estimation discretization divergence roughness penalty emission tomographic imaging estimation problems finite domain finite lattice image regularization induced neighborhood structures iterative algorithm penalty functions radar imaging Convergence Gaussian processes Helium Image converters Iterative algorithms Lattices Markov random fields Radar imaging Senior members Tomography,
422,Visualization in scientific and engineering computation,Computer,1991,"Some applications of visualization, based on an information flow model, are discussed. The model, which is described in detail, is designed to help in grasping an overview of this subject. It serves as a framework for describing various topics related to visualization in scientific and engineering computation. It consists of mathematical modeling, numerical solution and scientific computing, graph evaluation by extracting geometry, and transforming and rendering. To indicate trends and directions in visualization, three rather broad representative issues are discussed. They are algorithms and techniques for multidimensional data, user interfaces, and workload distribution and computing/network requirements.<>",computer graphics data analysis graph evaluation information flow model mathematical modeling multidimensional data numerical solution rendering scientific computing user interfaces visualization workload distribution Computational geometry Computer interfaces Data mining Data visualization Grasping Mathematical model Multidimensional systems Rendering (computer graphics) Scientific computing User interfaces,
423,Automated brain tumor segmentation using spatial accuracy-weighted hidden Markov Random Field,Computerized Medical Imaging and Graphics,2009,"A variety of algorithms have been proposed for brain tumor segmentation from multi-channel sequences, however, most of them require isotropic or pseudo-isotropic resolution of the MR images. Although co-registration and interpolation of low-resolution sequences, such as T2-weighted images, onto the space of the high-resolution image, such as T1-weighted image, can be performed prior to the segmentation, the results are usually limited by partial volume effects due to interpolation of low-resolution images. To improve the quality of tumor segmentation in clinical applications where low-resolution sequences are commonly used together with high-resolution images, we propose the algorithm based on Spatial accuracy-weighted Hidden Markov random field and Expectation maximization (SHE) approach for both automated tumor and enhanced-tumor segmentation. SHE incorporates the spatial interpolation accuracy of low-resolution images into the optimization procedure of the Hidden Markov Random Field (HMRF) to segment tumor using multi-channel MR images with different resolutions, e.g., high-resolution T1-weighted and low-resolution T2-weighted images. In experiments, we evaluated this algorithm using a set of simulated multi-channel brain MR images with known ground-truth tissue segmentation and also applied it to a dataset of MR images obtained during clinical trials of brain tumor chemotherapy. The results show that more accurate tumor segmentation results can be obtained by comparing with conventional multi-channel segmentation algorithms.",MRI Segmentation Brain tumor,
424,The Creation of a global telemedical information society,International Journal of Medical Informatics,1998,"Healthcare is a major candidate for improvement in any vision of the kinds of ‘information highways’ and ‘information societies’ that are now being visualized. The medical information management market is one of the largest and fastest growing segments of the healthcare device industry. The expected revenue by the year 2000 is US$21 billion. Telemedicine currently accounts for only a small segment but is expanding rapidly. In the USA more than 60% of federal telemedicine projects were initiated in the last 2 years. The concept of telemedicine captures much of what is developing in terms of technology implementations, especially if it is combined with the growth of the Internet and World Wide Web (WWW). It is foreseen that the World Wide Web (WWW) will become the most important communication medium of any future information society. If the development of such a society is to be on a global scale it should not be allowed to develop in an ad hoc manner. For this reason, the Euromed Project has identified 20 building blocks resulting in 39 steps requiring multi-disciplinary collaborations. Since, the organization of information is therefore critical especially when concerning healthcare the Euromed Project has also introduced a new (global) standard called ‘Virtual Medical Worlds’ which provides the potential to organize existing medical information and provide the foundations for its integration into future forms of medical information systems. Virtual Medical Worlds, based on 3D reconstructed medical models, utilizes the WWW as a navigational medium to remotely access multi-media medical information systems. The visualization and manipulation of hyper-graphical 3D ‘body/organ’ templates and patient-specific 3D/4D/and VR models is an attempt to define an information infrastructure in an emerging WWW-based telemedical information society.",,
425,Connected components labeling for giga-cell multi-categorical rasters,Computers & Geosciences,2013," Labeling of connected components in an image or a raster of non-imagery data is a fundamental operation in fields of pattern recognition and machine intelligence. The bulk of effort devoted to designing efficient connected components labeling (CCL) algorithms concentrated on the domain of binary images where labeling is required for a computer to recognize objects. In contrast, in the Geographical Information Science (GIS) a CCL algorithm is mostly applied to multi-categorical rasters in order to either convert a raster to a shapefile, or for statistical characterization of individual clumps. Recently, it has become necessary to label connected components in very large, giga-cell size, multi-categorical rasters but performance of existing CCL algorithms lacks sufficient speed to accomplish such task. In this paper we present a modification to the popular two-scan CCL algorithm that enables labeling of giga-cell size, multi-categorical rasters. Our approach is to apply a divide-and-conquer technique coupled with parallel processing to a standard two-scan algorithm. For specificity, we have developed a variant of a standard CCL algorithm implemented as r.clump in GRASS GIS. We have established optimal values of data blocks (stemming from the divide-and-conquer technique) and optimal number of computational threads (stemming from parallel processing) for a new algorithm called r.clump3p. The performance of the new algorithm was tested on a series of rasters up to 160 Mcells in size; for largest size test raster a speed up over the original algorithm is 74 times. Finally, we have applied the new algorithm to the National Land Cover Dataset 2006 raster with 1.6 × 10 10 cells. Labeling this raster took 39 h using two-processors, 16 cores computer and resulted in 221,718,501 clumps. Estimated speed up over the original algorithm is 450 times. The r.clump3p works within the GRASS environment and is available in the public domain.",Connected components labeling Divide-and-conquer technique Parallel processing Land cover dataset,
426,VR in medicine: Virtual colonoscopy,Future Generation Computer Systems,1998,"Colon/rectal cancer is the second most common cause of death, yet among the most preventable when detected in its early stages. The traditional diagnostic procedures cause tremendous discomfort and are deeply invasive. The motivation for this work is firstly to develop an alternative technique to visualise the inner mucosal surface of the colonic wall. This technique will be based on three-dimensional (3D) visualisation and virtual reality to perform virtual endoscopy. However, there is a requirement of vast computational support. Therefore, secondly, this paper will discuss the possibilities adopting high performance computing and networking to support virtual reality medical applications.",Virtual reality WWW Telemedicine Virtual colonoscopy,
427,Visualization of 3D fields and medical data and using VRML,Future Generation Computer Systems,1998,"This paper describes the visualization of 3D medical images and 3D fields on inexpensive workstations or personal computers. VRML 2.0 and Java language are used through the Web interface for manipulating 3D models. 3D data are typically stored and processed on powerful servers accessible by using TCP/IP. Surface rendering of CT and MRI images is done by applying the marching cube algorithm, and then simplifying the obtained triangular meshes and transforming them into VRML format. Various virtual tools may be used for field visualization and object examination and manipulation. The developed concepts and software may also be implemented for visualization of spatial fields in aerodynamics, fluid dynamics simulation, thermodynamics, etc.",Medicine Medical imaging Field visualization Surface reconstruction Mesh simplification Mesh decimation Internet WWW Web VMRL Java,
428,Advances in design and implementation of optimization software,European Journal of Operational Research,2002,"Developing optimization software that is capable of solving large and complex real-life problems is a huge effort. It is based on a deep knowledge of four areas: theory of optimization algorithms, relevant results of computer science, principles of software engineering, and the state-of-the-art in computer technology. The paper highlights the diverse requirements of optimization software and discusses the ingredients needed to fulfil those requirements. In addition to reviewing the current hardware/software environment it hints at how recent hardware developments can influence future optimization software. After a survey of computationally successful techniques for continuous optimization, it also outlines the perspective offered by parallel computing, and stresses the importance of optimization modeling systems. Being a survey paper, it includes many references to both give due credit to results in the field of optimization software, and to help readers obtain more detailed information on issues of interest.",Large scale optimization Optimization software Implementation technology,
429,Combination of data replication and scheduling algorithm for improving data availability in Data Grids,Journal of Network and Computer Applications,2013,"Data Grid is a geographically distributed environment that deals with large-scale data-intensive applications. Effective scheduling in Grid can reduce the amount of data transferred among nodes by submitting a job to a node, where most of the requested data files are available. Data replication is another key optimization technique for reducing access latency and managing large data by storing data in a wisely manner. In this paper two algorithms are proposed, first a novel job scheduling algorithm called Combined Scheduling Strategy (CSS) that uses hierarchical scheduling to reduce the search time for an appropriate computing node. It considers the number of jobs waiting in queue, the location of required data for the job and the computing capacity of sites. Second a dynamic data replication strategy, called the Modified Dynamic Hierarchical Replication Algorithm (MDHRA) that improves file access time. This strategy is an enhanced version of Dynamic Hierarchical Replication (DHR) strategy. Data replication should be used wisely because the storage capacity of each Grid site is limited. Thus, it is important to design an effective strategy for the replication replacement. MDHRA replaces replicas based on the last time the replica was requested, number of access, and size of replica. It selects the best replica location from among the many replicas based on response time that can be determined by considering the data transfer time, the storage access latency, the replica requests that waiting in the storage queue and the distance between nodes. The simulation results demonstrate the proposed replication and scheduling strategies give better performance compared to the other algorithms.",Data Grid Data replication Job scheduling Simulation,
430,A diffraction tomography method for medical imaging implemented on high performance computing environment,,1999,"The efficient implementation of a diffraction tomography method for medical imaging is addressed within the framework of High Performance Computing (HPC) environment. A non-linear optimization method for the solution of the inverse scattering problem is implemented on a shared memory model computer. Linear speed-up and significant reduction in the total execution time is achieved when the program is executed in parallel, enabling the feasibility of the method for realistic medical imaging applications.",,
431,Web-based interactive 2D/3D medical image processing and visualization software,Computer Methods and Programs in Biomedicine,2010,"There are many medical image processing software tools available for research and diagnosis purposes. However, most of these tools are available only as local applications. This limits the accessibility of the software to a specific machine, and thus the data and processing power of that application are not available to other workstations. Further, there are operating system and processing power limitations which prevent such applications from running on every type of workstation. By developing web-based tools, it is possible for users to access the medical image processing functionalities wherever the internet is available. In this paper, we introduce a pure web-based, interactive, extendable, 2D and 3D medical image processing and visualization application that requires no client installation. Our software uses a four-layered design consisting of an algorithm layer, web-user-interface layer, server communication layer, and wrapper layer. To compete with extendibility of the current local medical image processing software, each layer is highly independent of other layers. A wide range of medical image preprocessing, registration, and segmentation methods are implemented using open source libraries. Desktop-like user interaction is provided by using AJAX technology in the web-user-interface. For the visualization functionality of the software, the VRML standard is used to provide 3D features over the web. Integration of these technologies has allowed implementation of our purely web-based software with high functionality without requiring powerful computational resources in the client side. The user-interface is designed such that the users can select appropriate parameters for practical research and clinical studies.",Web-based software tools 2D and 3D processing and visualization Medical imaging and analysis,
432,The Optical Chained-Cubic Tree interconnection network: Topological structure and properties,Computers & Electrical Engineering,2012,"Interconnection networks with optical communication links outperform others using electronic communication links when the distance is long in terms of speed and power consumption. However, for short distances, electronic network topologies are preferred due to lower material cost requirements. As a result, hybrid network topologies were constructed to combine the benefits of both types of network topologies, such as Optical Transpose Interconnection System (OTIS). This paper presents a new hybrid interconnection network topology, which is constructed using both optical and electronic links, called the Optical Chained-Cubic Tree (OCCT). This new OCCT topology is based on the Chained-Cubic Tree (CCT) interconnection network and is designed to cope with both types of binary trees; full and complete. Also, the topological properties of OCCT in terms of diameter, connectivity, degree, bisection width, and cost are presented and compared with OTIS-Mesh and CCT interconnection networks.",,
433,Characterizing workflow-based activity on a production e-infrastructure using provenance data,Future Generation Computer Systems,2013," Grid computing and workflow management systems emerged as solutions to the challenges arising from the processing and storage of shear volumes of data generated by modern simulations and data acquisition devices. Workflow management systems usually document the process of the workflow execution either as structured provenance information or as log files. Provenance is recognized as an important feature in workflow management systems, however there are still few reports on its usage in practical cases. In this paper we present the provenance system implemented in our platform, and then use the information captured by this system during 8 months of platform operation to analyze the platform usage and to perform multilevel error pattern analysis. We make use of the large amount of structured data using the explanatory potential of statistical approaches to find properties of workflows, jobs and resources that are related to workflow failure. Such an analysis enables us to characterize workflow executions on the infrastructure and understand workflow failures. The approach is generic and applicable to other e-infrastructures to gain insight into operational incidents.",Grid computing Scientific workflow management systems Provenance Workflow failure analysis,
434,Business-driven short-term management of a hybrid IT infrastructure,Journal of Parallel and Distributed Computing,2012,"We consider the problem of managing a hybrid computing infrastructure whose processing elements are comprised of in-house dedicated machines, virtual machines acquired on-demand from a cloud computing provider through short-term reservation contracts, and virtual machines made available by the remote peers of a best-effort peer-to-peer (P2P) grid. Each of these resources has different cost basis and associated quality of service guarantees. The applications that run in this hybrid infrastructure are characterized by a utility function: the utility gained with the completion of an application depends on the time taken to execute it. We take a business-driven approach to manage this infrastructure, aiming at maximizing the profit yielded, that is, the utility produced as a result of the applications that are run minus the cost of the computing resources that are used to run them. We propose a heuristic to be used by a contract planner agent that establishes the contracts with the cloud computing provider to balance the cost of running an application and the utility that is obtained with its execution, with the goal of producing a high overall profit. Our analytical results show that the simple heuristic proposed achieves very high relative efficiency in the use of the hybrid infrastructure. We also demonstrate that the ability to estimate the grid behaviour is an important condition for making contracts that allow such relative efficiency values to be achieved. On the other hand, our simulation results with realistic error predictions show only a modest improvement in the profit achieved by the simple heuristic proposed, when compared to a heuristic that does not consider the grid when planning contracts, but uses it, and another that is completely oblivious to the existence of the grid. This calls for the development of more accurate predictors for the availability of P2P grids, and more elaborated heuristics that can better deal with the several sources of non-determinism present in this hybrid infrastructure.",Cloud computing Grid computing Peer-to-peer Business-driven IT management Short-term management Capacity planning,
435,Fast multi-scale edge-detection in medical ultrasound signals,Signal Processing,2012,"In this article we suggest a fast multi-scale edge-detection scheme for medical ultrasound signals. The edge-detector is based on well-known properties of the continuous wavelet transform. To achieve both good localization of edges and detect only significant edges, we study the maxima-lines of the wavelet transform. One can obtain the maxima-lines between two scales by computing the wavelet transform at several intermediate scales. To reduce computational effort and time we suggest a time-scale filtering procedure which uses only few scales to connect modulus-maxima across time-scale plane. The design of this procedure is based on a study of maxima-lines corresponding to edges typical for medical ultrasound signals. This study allows us to construct an algorithm for medical ultrasound signals which meets the demand for speed, but not on expense of reliability. The edge-detection algorithm has been applied to a large class of medical ultrasound signals including tumour-, liver- and artery-images. Our results show that the proposed algorithm effectively detects major features in such signals, including edges with low contrast.",Medical ultrasound signal Wavelet transform Maxima-line Time-scale filtering Space-scale filtering Multi-scale edge-detector,
436,Direct volume manipulation for visualizing intraoperative liver resection process,Computer Methods and Programs in Biomedicine,2014," This paper introduces a new design and application for direct volume manipulation for visualizing the intraoperative liver resection process. So far, interactive volume deformation and resection have been independently handled due to the difficulty of representing elastic behavior of volumetric objects. Our framework models global shape editing and discontinuous local deformation by merging proxy geometry encoding and displacement mapping. A local-frame-based elastic model is presented to allow stable editing of the liver shape including bending and twisting while preserving the volume. Several tests using clinical CT data have confirmed the developed software and interface can represent the intraoperative state of liver and produce local views of reference vascular structures, which provides a “road map of vessels” that are key features when approaching occluded tumors during surgery.",Volume manipulation Shape editing Liver resection Computer aided surgery,
437,Recovery of respiratory motion and deformation of the liver using laparoscopic freehand 3D ultrasound system,Medical Image Analysis,2007,"The present paper describes a method for intraoperative recovery of respiratory motion and deformation of the liver by using a laparoscopic freehand 3D ultrasound (US) system. The proposed method can extend 3D US data of the liver to 4D by acquiring additional several sequences of time-varying 2D US images during a couple of respiration cycles. 2D US images are acquired on several sagittal image planes and their time-varying 3D positions and orientations are measured using a miniature magnetic 3D position sensor attached to a laparoscopic US (LUS) probe. During the acquisition, the LUS probe is assumed to move together with hepatic surface. Respiratory phases and in-plane 2D deformation fields are estimated from time-varying 2D US images, and then time-varying 3D deformation fields on sagittal image planes are obtained by combining 3D positions and orientations of the image planes. Time-varying 3D deformation field of the volume, that is, 4D deformation field, is obtained by interpolating the 3D deformation fields estimated on several planes. In vivo experiments using a pig liver showed that the proposed method could perform accurate estimation of respiratory cycle and in-plane 2D deformation fields. Furthermore, evaluation for the effects of sagittal plane interval indicated that 4D deformation fields could be stably recovered.",Respiratory motion compensation Laparoscopic surgery Non-rigid registration Intraoperative image analysis 4D deformation field,
438,A decompression pipeline for accelerating out-of-core volume rendering of time-varying data,Computers & Graphics,2008,"This paper presents a decompression pipeline capable of accelerating out-of-core volume rendering of time-varying scalar data. Our pipeline is based on a two-stage compression method that cooperatively uses the CPU and the graphics processing unit (GPU) to transfer compressed data entirely from the storage device to the video memory. This method combines two different compression algorithms, namely packed volume texture compression (PVTC) and Lempel–Ziv–Oberhumer (LZO) compression, allowing us to exploit both temporal and spatial coherence in time-varying data. Furthermore, it achieves fast decompression by taking architectural advantages of each processing unit: a hardware component on the GPU and a large cache on the CPU, each suited to decompress PVTC and LZO encoded data, respectively. We also integrate the method with a thread-based pipeline mechanism to increase the data throughput by overlapping data loading, data decompression, and rendering stages. Our pipelined renderer runs on a quad-core PC and achieves a video rate of 41 frames per second (fps) in average for 258 × 258 × 208 voxel data with 150 time steps. It also demonstrates an almost interactive rate of 8 fps for 512 × 512 × 295 voxel data with 411 time steps.",Volume rendering Time-varying data Pipelined rendering Data compression GPU,
